@Natures,10408
overrated.Probably,32225
believe?,27788
positive,970
predictions,5876
believe-,27786
believe.,27787
7:50.,15516
wondering,9468
believe!,12131
introducing,30946
afford,4242
apparent,27470
<eos>@littllow,17830
visual,35043
@emtitus:,20632
<eos>Sanders,10193
President-elect,25318
behalf,2125
<eos>Deportations,10037
imagination!,30685
Bartley,21503
asSecretary,27537
Bartlet,21502
imagination.,12911
believer,12132
believes,3474
prediction.,32654
am-a,27361
values,4474
@THEGaryBusey.,20297
believed,27789
Our,436
imagination?,30686
crown-Hypocrite,28788
Out,3422
VOTERS,26751
Federal,2368
charity--,28279
application.,27481
OVER!,11482
<eos>@DorianDehari,16498
<eos>@MandasueHeller.,16853
hides,30498
HARBORING,23323
etc-boring,29594
winter,7330
Who,1171
<eos>Fight,18580
investment-wants,30968
@Tommyguns11,20371
pro-growth,9142
<eos>Bird,10002
Why,418
Hellhole--,23443
hide!,30496
<eos>Needed:,18848
blasting,27872
hide.,12866
spot,5088
rehabilitate,33126
applications,8461
<eos>@kateywhitey,17778
date,4292
Become,21531
hide?,30497
data,3871
Gucci.,23300
Catching,21939
agenda.,4243
Bump:,21713
6.45,15449
@ThomasARoberts,5286
Possible!,25282
record.,2621
<eos>@SpearsTim,17166
hiring,4346
record:,33069
hedge,6943
Direction,22517
lackluster,31143
Hispanics,4151
Islands!,23725
Whitney,26976
decades,4918
@Miss,19996
petition,9105
surprises.,13834
surprises!,34228
Maximum,24429
records,1498
arriving,12077
ignoring!,30671
$5.5,14697
matched,31534
creation!,28740
Vince.,26807
stuff--a,34119
revert,33303
Katie's,23892
@citadelgop's,20586
<eos>Presidents,18932
Sara--have,25875
Reed-We,25532
-white,3647
inexcusable;,30806
<eos>Boasting,18349
breakthrough,8536
underway!,13978
STRATEGIC.,25823
underway.,13979
Denise,22469
Anwar,21276
Joy,23843
Center-then,21959
<eos>Benghazi.,18339
lowlife,31419
Job,3400
Hastie,23417
Joe,619
<eos>@ukcarioca,18200
@cherijacobus,20578
suggesting,34179
Jon,1455
rose--this,33383
<eos>Feels,18575
<eos>@Belloved21,16302
unemployment.,9412
<eos>Crowd,7547
Places,25234
million,322
possibility,5873
emblematic,29465
12:15,15170
incompetence?,30769
jetliners,31043
@scottienhughes,10562
Money,4176
collapsing,12300
incompetence.,30768
incompetence!,30767
Sanford,8264
<eos>@THESethFriend,17189
non-binding,31962
#YomKippur,14591
vote,244
CHELSEA,21793
dealmaker.,28875
monstrosity.,13167
<eos>Via@politicalwire:,19193
runways,33416
2,456
REPLACED,25438
Repeal,1342
Thoughts,26480
much!,3567
@FoxNews,236
dealmakers,12441
purchase,3252
much.,2296
FRACK,7950
<eos>@BreitbartNews,16344
representing,2622
ads-desperate!,27212
<eos>@MittRomney,16931
@maddow,20779
Ali,7787
<eos>@HowardSternJohn,16612
Alejandro,21177
future,906
Pascal.,25139
1925,15223
disruptors,29211
@gretawire,1441
time--and,34511
INSULTING,23586
Farber,22962
<eos>@kyleraccio,17809
sister's,33761
L.A,23973
elsewhere,12585
BOTH,21447
MacArthur,3114
Thursday's,26488
Jewish,3768
@usgsa,20983
Pastor,2546
back-end,27649
bad',12106
take,171
bad!,1127
Adele--Happy,21121
@TheFive,20330
fired-the,29897
taste!,13870
apology-zero,27467
<eos>@Dafny01,16447
decades.If,28909
Crazy!,6353
nice!,1367
@oreillyfactor's,20841
nice.,2984
c...,12210
alumni,27358
@UNSecretary-General,20412
washpost,35110
City.,3102
#iCaucused,14606
City!,22041
Daytona!,22409
City:,22044
managing,4383
City?,10834
Strip,26219
Blue,714
walking,14050
surplus,13831
<eos>@playagaindesign,18002
#Imwithyou,6034
headquarters-gave,30439
SARCASM?,25738
RIDICULOUS!,25454
Light-Most,24166
bomb!,27917
Sacramento,11694
Huntsman,23545
bomb.,12167
Awards?,21386
robo,13604
Afghanistan!,21136
husband-you,30639
Afghanistan.,5307
Awards.,21385
Michigan.,3411
@realmissnvusa,10555
usual.,34957
<eos>@Reed11593,17067
cause--check,28201
Lexington,24141
Michigan!,2695
bio!,27852
PriNceSS,25337
WV,26888
turbines.@AlexSalmond,34765
<eos>groveling,19277
Laurence,24088
crazy?,8649
Boycott,10744
crazy!,6789
Shame.,25991
Shame!,5518
surgeries,34218
16th,9657
Director!,22518
<eos>@rilwanemeje,18045
Drudge's,22613
U.S.and,26649
Director.,22519
<eos>@lovevictoria,17840
down!,1413
@Franklin,10331
surgery,7250
dives,12533
<eos>@TheBigAStabile,17216
affecting,12017
<eos>@firefergee,17603
inappropriately,30753
Bible,6304
convictions.,28642
stats.,34027
coming...,12310
@michaelpleahy,20795
Directors,22520
<eos>@Spot,17169
jets,31044
@CrainsChicago,7663
efficient-tremendous,29422
'@ApprenticeNBC',14745
Vancouver's,8367
<eos>@LeeSport7,16795
WWE,3153
loudly,13079
pathetic-a,32336
<eos>Pervert,4064
Intl.Palm,23684
<eos>@Jimmy,16692
twit,34783
@greta,1715
@BarbaraComstock,19412
<eos>@kfonkwa,17790
WP,26880
anti-Mubarek,27417
@HenschOnTheHill:,10345
vacation,3627
breath,27999
games!,8838
combined,12306
games.,4336
deadliest,28863
thousand,13902
@MartinBashir,19960
Trump-Russia,26593
terrible......,34385
afternoon...,27245
Greatest,11103
<eos>@ericfranson,17587
multi-faceted,31810
Republicans-they,25583
day---,28856
boom.,27936
ALIS,21051
@MittRomney-,20001
Lockerbie...,24199
POTUS,3791
op-ed,32102
Maher!,24347
hammam,30377
shuts,33716
non-factor,31967
rooting,13610
<eos>@oliviaculpo,17963
@morningmika.,20803
cost.,28670
#NY1,14381
<eos>@jeremygreen98,17721
cost?,28671
breakdown,27991
<eos>How,490
'All-Star,7385
#NYE,14382
EXCLUSIVE,7920
I,12
cheers,28302
Arianna,4106
Iron,6448
#HospitalityConference,14293
academics,27139
love.,7023
@APinv,19332
@RepEdRoyce,20171
<eos>.@GMA,15837
costs,2037
Monty,24597
Depression!,22477
trains,34656
Depression.,22478
commentary.,8599
commentary-,28459
duty,3200
morons,7054
Jibz,23811
Mon!,24578
Mon-,24579
@PresidentRuvi.,20135
@PresidentRuvi-,20134
demise.,28989
Heidi.,11147
Mexicans,24499
Daniel,22376
<eos>@sarahluvnyc,18075
anti-Trump,5587
collusion?,28436
<eos>Could,18439
Heidi!,23439
weekly,14070
townhall,34629
HEREOS,23341
@deesnider,6250
#Brussels,14177
<eos>@BeaumontAnthony.,16300
stuck-a,34116
prominently,13427
<eos>@Derrick503,16486
<eos>@gllleymon900000,17630
'USELESS',14893
process!,13415
Someday,26108
fawning.,29827
process.,7128
Drake,22599
Denali,22467
moron!,13173
Nominated.,24801
groups.,30300
moron.,31778
clan,28347
Morty,8120
her.Will,30476
Defense?,22447
pol,9116
yearly,35395
<eos>Jeanne,10094
DJT.,22328
Defense.,6367
Assoc.,21343
<eos>Iowa,6146
Chechnyan,21990
sack,33424
gifts:,30167
@independent,20705
death...,28889
humiliated.,12895
<eos>@ryanrockefelker,18065
@SamuelLJackson,10435
gilmore,30169
gifts.,12783
gifts!,12782
racial,3952
thinks,1559
riveting,33360
250million,15325
victories,7306
McMahon's,24458
<eos>Marble,18790
Terry.,11808
unsuccessfully,14001
destroys,5676
Fiorina-,23018
think!,5107
think?,9367
think:,34455
<eos>NEVER,18841
<eos>.@IsraeliPM,15857
ace,27162
<eos>@darbizman,17519
industry,2768
<eos>Lucky,18779
act,1467
@greggutfeld.,20681
percentBush,32387
#NCGOPcon,4494
flawed,29930
image,6963
parties,9089
<eos>@PaulBocian,17007
<eos>Dumbass,18498
polls--big,32598
<eos>@FidanizzBig,16542
Justices!,23859
<eos>@digiphile,17540
<eos>Brooklyn,18367
<eos>'Immigration,15619
never-the-less,31888
Quickly.,25399
<eos>@AmberLay2013,16247
<eos>Sen.,5238
recommends,33065
Mahal,24346
kir96,31110
<eos>@JosephbyNature,16720
another.,27410
Harry,2530
Guida,23302
<eos>Go,1989
Guide,8000
buying,2412
Wrigley,27036
they're,1434
underwater.,34832
demeaning?,28987
Won,27011
Close,22070
<eos>GO,18604
Hebdo,11146
agree,993
detailed,29060
gone,1023
ab,11975
ad,740
Toronto's,11837
am,65
Lawn,24092
an,55
as,37
cause-he,28202
at,14
shadows,33612
disaster-it,29140
beaming,27736
mandated,13101
Reception,25521
Goldfinger!,23243
Hurricanes,23547
Palin,25112
Spied,26142
surprise-so,34225
sleep---,33804
Phil,4192
lightweight.,31296
congress,8623
Amie.,21239
espionage?,12621
Together,1081
subjects.,34135
Sandberg,25870
subjects!,13807
@TheEllenShow,10462
Clintons',22065
@Turnberrybuzz,20406
Clintons.,22067
Clintons-,22066
Hurricane.,23546
finery.,29887
BRING,7814
Violent,26814
Apprentice.Full,21299
original,2779
minister,31684
Canada,2002
trillion!,34705
<eos>@markodero32,17870
instincts,2285
<eos>Ohio,7595
Obamacare,1399
soon-long,33894
Caesar,21886
PERSONALLY,25024
picks!,32467
Day-call,22403
disciples,12511
duty.,29375
GROW,11079
<eos>Flashback,6135
commodity!,28474
Laws,24093
listeners,31329
Kettering,23914
F.O.C.U.S.,22869
anti-police,27423
<eos>@aaapgs,17341
Obama.I,24882
trillions,5999
highways,30507
broken!,12196
'Then,14878
@PPDNews:,20102
broken.,4874
'They,14882
OREGON.,24865
scrapping,33498
#TrumpVine,3304
Darrell,6364
#July4,14314
lecturing,31219
penalties,9096
hour.,6956
@frankgaffney's,20662
<eos>.@ewanshearer,16061
assaults,4856
situated,7211
meetings.,31603
Weiner's,6639
Opec,24940
Schwarzkopf.,25911
<eos>@ron,18056
reporters',33203
nurse,9057
<eos>@GuerrillaTycoon,16583
reporters.,7154
<eos>@emilyplacido,9924
canvas.,28153
detectives,29065
hours,1543
<eos>@AuthenticSig22,16284
great--loved,30273
@AmSpec,1285
backlash,12103
yourself:,4026
yourself;,35440
compliance,12328
semifinalist:,33563
yourself.,920
running...,33414
pick,1184
action,1082
Jared,8049
yourself!,4025
Aug,21362
ridding,33324
Poll:TRUMP,25268
<eos>.@antbaxter-Your,16030
@MayorBowser,19967
Nixon,24794
evolve.,29634
VET,26731
quarantines.,32906
Philippines,11551
<eos>@Roddy,17096
marriage.,31519
<eos>Captured,18393
counterattack,28683
HAPPEN,23320
STUMPS...,25828
cunning,12420
keeping,2052
POOR,25055
science,13644
Fathers,11034
<eos>Jack,10092
team.Stephen,34340
<eos>@BluePrintBullie,16328
medicine..it's,31600
4:00,7436
online!,32098
starts,1624
online.,7074
<eos>Prosperity,18939
Conference,3735
stated,693
<eos>Ability,18263
dislikes,29183
accept,1823
states,263
AMAZING,7769
Wendy's,26963
sense,1693
gallon,6905
disliked,29182
information,1486
@AidForAfrica.,19347
-President,15032
-Stuart,15035
Vision:,26817
again-so,27252
state!,9316
<eos>@rantanrave,18022
Cleveland.She,22054
countryside,12402
Ditka,5370
state.,4448
entrepreneurship,12608
impact!,6964
WikiLeaks,11944
impact.,12914
<eos>Failed,3670
not....,31989
Brennan,21671
Pizza,25233
@melaniebatley,20794
imploding,8906
Partnership.,25134
barnard,27709
enhances,29520
7:00pm!,9717
PREDATORS,25068
<eos>@chididdy57,17466
rigid.,13597
7:00pm.,15508
Benjamin,2359
Myriam--starts,24650
truth:,34749
deeds,28935
truth.,2179
lie.They,31272
Bulger's,21711
about-the,27125
travelling,9399
ratings...,32993
truth!,4469
properties.,32804
<eos>@AmishFlyers66,16249
Jobs!,8054
Jobs.,23821
stranded.,34083
radio!,32951
#freeourmarine,14602
Putin.,4769
radio.,13469
Pols,6542
RACISM!,25408
always,191
<eos>@Rosemarrisa,17103
Newton,24780
@ChrisRuddyNMX,19515
book--,27931
Thanks,75
SMART!,25790
Sounds,3137
Poll,570
bureaucracy.,28061
week,557
@SenMajLeader,20241
bends,27800
<eos>@jglenstevens,17724
<eos>.@GolfMonthly,15843
<eos>.@SenJohnMcCain,15968
20.1,15267
@jdistaso:,20718
missed,2159
smaller.,33826
Royce...,25692
Dubuque,22617
STRONG!,25826
misses,31715
signings,33737
LEADING,23998
<eos>.@MajorCBS,15900
darling,12436
highway,12871
bumps.-Think,28052
People',8189
People!,25184
People.,25185
couple.,28700
imagine,1222
attention.,27600
<eos>...expect,15713
signing.,33736
TWITTER,8322
attention!,27598
<eos>@Mr,9890
w,163
bumper,28050
Doral,492
revoked.,9211
doctors.,29242
protectionist,32831
<eos>@Neviah,16966
number,910
events.,12627
<eos>@tedbishop38pga,18150
@FOXSports:,19650
remember.,33165
heads,3535
DC's,4659
threatening,13905
remember!,13532
flimsy,29937
remember:,13533
erupted,29574
MONUMENT,11355
outlets---,32196
Jindal,11238
sympathies,34272
relationship,3594
costs.,28672
immediate,4983
appreciation,27490
focusing,2432
untrue!,34904
rampant,13472
grace,30240
'VERY,14895
Toya,26543
<eos>Even,1795
head?,12847
determined,5677
marriage,13110
head!,30433
head.,6940
<eos>Ever,18539
remembers,13536
@StephenBaldwin.,20280
<eos>........may,15645
fights,12688
terrible-bad,34384
@StephenBaldwin7,3700
Carolina-,6329
Carolina.,1239
5PM,6070
@Apple,19382
presents,5039
Club,537
Brings,10754
wow-OPEC,35352
Carolina!,1010
primaries.,32714
@kimguilfoyle,4603
primaries!,32713
play,604
fight?,12686
high--great,30501
plan,656
fight.,8805
fight!,6882
Hall!,23376
7:20.,9721
<eos>@PhillipMoodie,17022
<eos>George,3671
cover,1089
#Girlpower,14272
bodies,27911
justify,5787
attacking,2246
diseases.,29169
<eos>Obamacare,3074
Foley.,23047
Explain,22850
Heart',23431
Mr.Xi,24630
hilt.,30511
session,5938
make!,31467
2PM,15343
impact,3915
indicator,30792
consistently,8629
stevens,34044
failed,394
business--so,28074
#Politicking,14432
Prime,1121
Masters,6495
<eos>@AndeyR.,16253
@hilltube,20694
well-who,35178
REBUILD!,8208
mboyle1:,31554
<eos>Back,3316
preparing,5038
closely,4274
<eos>@duncanrj1969,17564
toughness!,34616
Minutes,11407
'very,14987
dustin,29374
Help,4149
harassing,30408
thinking-this,34460
@AJCalloway,19326
drugrunners,29349
<eos>@Toure,7509
Hell,23442
set,825
stronger!,9325
For,985
stronger.,5966
Fox,369
sex,7199
see,143
<eos>@JohnnyPaulCole,16713
sea,33511
Shatter,26000
<eos>Any,3666
license.,31265
scam!,7188
Advocate,21132
Nguyen,24781
<eos>Another,1232
Lauderdale,4719
scam:,33475
<eos>@cjdew67,17482
happiness.,30401
espouse,29580
Florida,458
@newsbusters,20819
Against,5309
Server,6584
<eos>An:,18295
#WWEHOF.,7369
Scholarship,25902
<eos>.@RuthMarcus,15963
'big,14908
ping-ponging,32486
<eos>Brande,18362
floor-to-ceiling,8818
long-term,13069
<eos>@Preppermeister,9896
whole,1980
offered.,32058
--despite,15017
town-,34627
@PrimeMinisterSX,7699
drunk,8722
town!,34626
Primary?,25339
<eos>$25,15598
community,1661
Montgomerie,24593
fun!,1416
football.,8823
fun.,1840
<eos>Great--now,18621
worthless,9472
@netflix,20818
<eos>Professional,18938
<eos>.@jorgeramosnews,16076
hitting,2281
Trail,26549
firm,5725
<eos>Django,18486
fire,1308
what's,1703
fund,4333
8pmE.,15559
insiders,30861
towns,34630
<eos>.@EdGoeas,15823
agent:,27261
@NYMag's,20045
Relives,25550
Concert,10862
judicial,31075
United:,26694
Mac!,11360
years-and,35400
owed,5854
'Most,14832
<eos>@AndreaMoorehous.,16254
dotting,29300
#TrumpVlog,1706
level.,3555
Strategy,8301
immigration-if,30703
owes,2992
@DempsterMartin,19581
level?,31247
funny,2758
decor,28930
kills,31109
@ABC.,5254
devastated.,8690
elevated,8739
<eos>@manc999,17862
484:,15411
<eos>Fallout,18565
lawsuits.,31188
the...,3990
Anthem.,4104
@ApprenticeNBC:,10280
<eos>@JesseTMaguire,16687
Anthem!,7800
@ApprenticeNBC.,1567
@ApprenticeNBC-,7645
levels,3925
leaps,31211
Raleigh,11611
Expands,22848
@ApprenticeNBC!,5256
recent,1969
canned,12227
Didn't,7903
maker,31470
inflation,30815
towns!,34631
clearance,12281
@AmDiabetesAssn,19357
<eos>TODAY,19114
Schlonged,25899
demand!,28982
victim.,35002
demand.,28983
tenacity.,34367
accepted,4833
action!,4841
CIRCUITED,10781
@CarlHigbie.,19500
76.5,15500
location,3558
top-tier,34597
relevance,33146
amazing.Come,27371
@TheRevAl,20345
CAN'T,21758
Goodell,7986
victims,1154
Longer,24205
demands,5671
LEAKS,11280
@morningmika,3090
Wynn,27047
Scotland...,25925
#OldPostOffice,14411
Bravo,10748
Dimon-I,22510
CRIMINAL,7841
Thugs,11823
crook?,8653
DES,22317
crook.,28773
sight,33727
crook!,28772
predicament.,32651
fallback.,29774
<eos><eos>.,16184
<eos>More,3329
prosecuted,32818
@britneyspears,20566
#WorldAutismAwarenessDay.,14589
be,9
Look,688
bc,8501
<eos>Over,6167
Schneiderman's,5513
agreement,4846
Antonin,21275
8th!,9738
1944.,15227
by,20
8th.,9739
opinion--,32117
wildlife,14090
anything,643
democracy.,8680
hatchet,30417
SAFETY!,25734
prosecute!,32817
<eos>@DreadPhil1,16505
Naming,24724
<eos>Sheldon,19051
Hyperlinked,23555
ME!,11346
<eos>Obama-Clinton,18863
ME.,24266
Young,6652
primarily,13407
ACT,10582
Pella,11534
bargaining,27707
'ANTI-BUSH',14747
servers?,33585
occupy,32041
<eos>Article:,18317
Approval,10647
<eos>@BrianSpurr,16354
<eos>Employees,18525
#MakeAmerciaGreatAgain,14347
pastor,7083
kidding!,31099
link,31317
<eos>@PabloRaffaele,16997
line,1223
Caryl,21930
relaxes,33139
evidence.They,29628
impt,30738
Jeff,2110
criticism:,28764
revitalizing,33309
built--but,28041
Ellen,6386
side.,9278
flat.',29929
WALL,2898
#ALS,14154
PASTOR,25007
Parks,25128
EVIDENCE,22681
side;,33722
Manhattan,2692
codes,28412
Samuel,5507
Heaven.,23436
<eos>Autism,6115
EMBARRASSMENT,22646
hell!,4344
FighterJet,22997
hell.,3221
Park?,8182
wrongly,35373
recinded-INTERESTING,33058
sided,5077
<eos>45,16166
@HillaryClinton:,19745
pros-John,32816
2014!,15285
2014',15286
@HillaryClinton.,19744
2014.,7428
sides,9279
@nbc,1287
Park-nice,25126
walked,7314
@SonyPictures,20272
summit,9337
EASTER,10965
hello,6944
code,6762
HCare,23326
results,1002
inventory.,30958
shows-like,33710
resonate,33246
@TradeArabia,20374
CPW,21867
Thanks--read,26458
send,972
Step,26189
<eos>@JTBone97,16655
Diplo,22513
dislike,12524
sent,1187
retire,33277
@DailyTelegraph,19555
SPIRIT!,25807
result.,7167
DREAM,22349
result!,13581
deftly,28951
penalties!,32366
Hagen,11128
Hagel,2374
ORDER!,24864
Vermont,26782
Talking,4801
Koch.,23946
Extreme,22860
<eos>@whalinn5.,18223
<eos>Rumor,6175
Evelina.,22834
<eos>Save,19023
possibilities.,9125
<eos>Expecting,18549
Jessica,8052
<eos>@beverlism,17407
Alan,21169
Gennifer,23200
<eos>DAMAC,10029
<eos>Frank,10064
firms,29903
<eos>@MikeMpef,16918
bird,2408
Peyton,11547
led,2978
possibilities--keep,32621
panelists,32277
<eos>.@club4growth,9822
<eos>@Bernard,16306
Utah.,11871
let,221
<eos>Hard,5216
<eos>740,16176
<eos>@zak,18248
engage,29514
work.--,35301
firm.,12702
<eos>CLINTON'S,10012
#zeldinforcongress,9582
Nukes,24824
<eos>Myrtle,18831
residents,7159
Religious,11631
GROSS,23156
339,15366
<eos>@stevegpritchett,18127
nuking,32013
$90,14726
332,15365
F-18,22864
<eos>@BrandiHarmon,16342
<eos>@BaronToutenberg,16295
standing,915
WRONG-website,26884
<eos>Pete,18901
nationally.,31848
doubt,1479
@ACLJ:,19320
<eos>@henriwts,17655
<eos>@TGSituation,17188
sir!,33760
Hosting,23516
@FurnitureToday,19673
Watchdog'Time,26925
<eos>@MANDCNorthEast,16829
tough-blatant,34613
insists,30865
drill,12555
@fitsnews,6255
@AmSpec-Thank,10274
@peachespulliam'S,20851
<eos>@alexleiser33.,17361
DOLLARS,5362
C.M.,21752
Cato,21947
high,439
bend,12137
block!,27890
Average223,21376
<eos>Monitoring,18821
animal,8452
uprighting,34934
<eos>@SkiingElvis,17157
Amherst,21238
BREAKDOWN,21451
Wind-Power,26999
aspiring,4255
Garcia,23174
tariffs,34315
Community,10860
acquitted,27168
<eos>@crazymom28,17501
allow,820
@AllStarGame!,19354
<eos>.@JordanSpieth,9789
<eos>Bernie's,18340
'Very,7391
Care!,21914
<eos>Time,4070
<eos>@ChesterStarr,16401
Raise,25485
Award--a,21381
WON.,26874
operative,13254
design.,12479
<eos>@atrlimo,17394
@PrimetimeEmmys,10423
#ImWithYou,853
puerto,7135
designs,12482
@DonaldJTrumpJr,1993
<eos>@MoFarber,16933
@USSIOWA,20428
ship,5073
foolish.,29979
@AmericanLegion,19368
kiss,13012
comm.,28456
LADY,23980
foolish!,29977
opportunites,13255
Katy,11256
Better',21571
692-a,15470
intelligent,12970
for....,29990
merge,13137
rising,2623
<eos>released,19287
Kate,11253
@King,19879
<eos>@acman84,17345
SCALE,25745
BUSINESS,21461
Baseball:,21504
Dan-You,22369
Treasure,26562
<eos>@MandiDeren,16854
Marilu,6492
Treasury,26564
travesty.The,34677
@washingtonpost:Donald,20990
@PolizeiHamburg,20131
cashier-,28186
following:,29972
<eos>Alternatives,18285
<eos>@michaelfrench52,17899
Agreement,7783
Farage,22961
Speaks',26132
MAGA!,24247
czar,28831
Statesman,11744
@MickelsonHat,19988
--@MittRomney,15001
@CelebApprentice...,10300
emboldens,29469
Aided,21154
dismantled,29186
spill,13752
<eos>Plain,18913
Aides,7784
latched,31164
anyone!,12051
<eos>@BigBobScott,16310
blown,3847
450,9689
Review,2115
anyone.,12052
<eos>.@AndreaTantaros's,15764
owned,2993
<eos>.@BrentBozell,15791
'Gang,14804
45.,9688
owner,2782
TERRORISM,11778
$1.5B,7371
legislative,8968
<eos>@karlrove,9932
torture.,13924
Pelosi,6534
painful,32265
victorious--which,35011
Evangelical,7941
<eos>Integrity,18687
Levin,11308
$3.5T,14676
resolute.,33243
steel,3982
bi-weekly,27821
@brianneDMR:Trump:,20565
#ALSIceBucketChallenge-,14156
#ALSIceBucketChallenge!,14155
<eos>@BernardMcGuirk.,16307
tortured,13925
briefing,8538
Doris.,22582
Sliwa,26071
yrs.,14130
COMPLETE,10783
yrs!,35446
Resulted,25597
Veterans',26788
yrs?,35447
Veterans!,11887
interesting--see,30913
SURVEILLANCE,11692
clearly,6759
prohibits,32786
documents,12537
studying,9327
@MadeleineBlaze,19946
adjunct,27195
@RealJoeNamath,20159
Keign,23899
bonanza,27924
MSG.,11357
competence,28496
soar,13725
Trial,26571
<eos>'America,15604
rich!,33318
<eos>History,10081
hatred!,12845
you--you,35423
rollout,7178
@ajdukakis,20509
medal,13124
hatred.,12846
Micromanage?,24519
magazine-thanks!,31446
you'll,1436
Koster,23952
@GolfChannel-greatly,19702
exchange.,29652
YEAR'S,27056
<eos>Prayers,10159
Jillette,23815
Under,4816
asylum,8479
yourself-What,35435
#SuccessByTrump,14486
stupid....,34125
star-and,34007
...and,15064
@JoseCanseco,19846
committee.,28472
<eos>@ichrisandrews,17673
@OreillyFactor,10414
hope,321
exchanges,29653
#GiveBack,14273
River,5497
multiyear,31813
mayor.,31552
protect...,32828
committees,28473
mayor?,31553
<eos>Dee,18461
<eos>.@LisaRinna,15892
existence.,29683
rein,13524
<eos>Dem,7549
@SpeakerRyan.,10445
Afghanistan,2208
Hispanics!,23478
Wall',26901
catastrophic,8566
<eos>@jpickering1,17754
edition,29410
<eos>@ProtagonistHero,17032
slanted,13709
DURING,22357
@FSPIELMAN:,19652
<eos>American,5204
figure',29868
figure!,29867
boardroom...,12164
@ReenaJF:,20167
BLAME.,21433
borscht,27950
<eos>@omegaphoenix068,17964
email,2423
Weiland,26952
Forum,6407
ignorance,12908
nowhere.,2456
Himself,23471
nowhere!,32011
<eos>@ahm1038,17355
restrictions,9206
tantrum,34306
figured,29870
Americans--,21235
<eos>.@Toure,9812
drug,1833
'DOUBLE,14781
Romney's,25672
chosen,3857
peace.Too,32359
figures,12689
robocalls,33368
32.2,15360
TPA!,26344
32.7,15361
adjusted,27196
condemns.,28540
<eos>@JaneyGodley,16676
cc,28208
NOBEL,24692
Passov,25144
crafted,12405
<eos>@jostephan,17753
SHAKING,25773
President:,8200
President?,5487
Get,338
trajectory,34660
#Wausau!,14583
quotas,32930
thieves,13899
President.,1735
Gee,7980
<eos>@DonnyDeutsch,16497
<eos>@sufiology.,18137
hottest,12887
President!,3798
Gem,23194
Category.,21941
COUNTRIES!,21856
disrespected!,29204
@FFCoalition,19643
rioting,33349
int?,30898
<eos>Mayweather,18799
'Special,9610
Presidents,8201
<eos>@RealDougClark,17057
<eos>Honor,7569
rigged,1148
#USSFitzgerald,14549
<eos>Tuesday,19157
delaying,4297
rips,33353
forecast.,29998
Oklahoma.,24926
russell,33420
Hcare,23425
romance,33374
<eos>@Gabagul,16556
<eos>Best,4056
clowns!,28387
<eos>@Based,16297
<eos>Everybody's,18540
ball,3472
oblivion!,13226
oblivion.,32029
bald,8492
COUNTY,21858
resigned-he,33238
delivered!,28974
paving,32345
dust,29373
delivered.,28975
@TandCmag:,20313
Ricko:,25625
@SamaritansPurse-,20221
CONTINUES,21844
<eos>@assyrianvoice,17393
#GASen,9511
BLESSINGS,21436
command,8598
Presbyterian.,25312
<eos>Weiner,7634
Smith's,26079
Windmills,27002
Waldorf,26899
moments,9019
7:50,9724
Job-Creating,23819
<eos>@jbluvx2,17704
innocent!,30842
<eos>@tamilasami,18142
innocent.,12956
Flynn,11049
@aawsat,20504
Unbelievable,4815
<eos>@JackMartin32,16659
Spurns,26157
residential,7158
Sampson:,25868
website.,4014
newspapers-The,31910
Unfortunately,5542
<eos>Played,18917
rights.,7171
<eos>Playef,18918
@CybergolfNews,19539
Kim.,23925
Dinner,1904
headlining,30438
Booker,21625
moment.,7052
Lauer,24080
moment!,31740
Skating,8282
bigotry,12147
<eos>@eboy12318,17571
@NBA,20019
@UVA,20431
@NBC,1802
opioid,32122
#2016,14143
foreseeable,30004
already.Should,27351
China-like,22009
springs,33973
@KhloeKardashian,19875
3:20PM!,15381
ballot,4862
administrations,27202
JVF:,23755
Barron,6301
avoid,4860
@TripleH.,20376
forgiven,30016
focused.,2591
leverages,31250
stairway,13769
Country!,6351
Country',10881
Country.,4124
<eos>@RobertSuppa.,17090
Pence,1045
Toward,11843
Country?,22205
stage,2483
leverage.,4373
sister,9285
$100M.,14639
low--you,31415
seeds,33542
eligibility,29449
alliance,27333
negotiations?,13194
open--best,32103
deliver.,8678
deliver!,28972
booed,12168
commitment,8602
now!,580
<eos>Reports,7602
negotiations.,31872
<eos>@MandMpanelbeat,16852
95th,9743
housing,6958
ventures.,34980
stamina,2800
Dunes,7914
McCarron.,24440
OPERATIVE,24857
naturally,13188
function,12762
cosmopolitan,28669
2:30pm,15339
Jeter---,23807
Sarah--Let's,25876
Well,2397
Karen.,23880
delivery,12464
construction,1746
step...,34041
delivers,4925
<eos>@allanlarson,17366
count,5647
<eos>Everyone,1796
official,1963
smooth,13723
<eos>Medicare,18804
Dropping,10955
<eos>Sanctions,10192
<eos>Winners,5249
<eos>@kjclt1,17798
threw,34483
<eos>.@cher,16045
ferocious.,29848
SECURE,11674
footprint?,29986
ASAP,21079
recognize,5905
January!,23778
FEMA,3383
9PM.,15589
effective!,12574
variety,14016
effective.,12575
ABCWashington,21031
more...,31770
<eos>Feeling,18574
<eos>Was,3080
<eos>War,19216
<eos>Way,19217
Dem:,22457
School...,25905
CONGRATULATIONS,21840
<eos>@ToddFouche1,17258
Page,11521
South,314
Examiner,22841
stunt,34123
<eos>Great!,4540
Dems,500
rural,33417
boutique,27964
<eos>Great.,18622
<eos>Total,10227
Sadly,2891
Lew's,24140
